Plot,HeatNum,V1,Year,Diversity,CountOfSpecies,Productivity,SR.plantedspecies,HeatOrd,YearNum,vpdwholeseason2014.neg10,vpdgrowing2014.neg10,vpdMay2014.neg10,meanJunevpd.neg10,meanJulyvpd.neg10,meanAugvpd.neg10,vpdwholeseason2014.neg25,vpdgrowing2014.neg25,vpdMay2014.neg25,meanJunevpd.neg25,meanJulyvpd.neg25,meanAugvpd.neg25
69,1,610,2015,1,18,56.5,1,Control,7,6.34279782473505,7.23327910273913,6.45918396301326,6.07349919016168,9.48268377653753,6.65559992736953,6.13438067335531,6.90200910864059,6.54095456381546,5.96370559899844,8.73569758905325,6.23258854033818
69,1,611,2009,1,10,19.36,1,Control,1,6.34279782473505,7.23327910273913,6.45918396301326,6.07349919016168,9.48268377653753,6.65559992736953,6.13438067335531,6.90200910864059,6.54095456381546,5.96370559899844,8.73569758905325,6.23258854033818
69,1,615,2012,1,9,12.278,1,Control,4,6.34279782473505,7.23327910273913,6.45918396301326,6.07349919016168,9.48268377653753,6.65559992736953,6.13438067335531,6.90200910864059,6.54095456381546,5.96370559899844,8.73569758905325,6.23258854033818
69,1,616,2014,1,10,50.34,1,Control,6,6.34279782473505,7.23327910273913,6.45918396301326,6.07349919016168,9.48268377653753,6.65559992736953,6.13438067335531,6.90200910864059,6.54095456381546,5.96370559899844,8.73569758905325,6.23258854033818
69,1,619,2011,1,12,88.24,1,Control,3,6.34279782473505,7.23327910273913,6.45918396301326,6.07349919016168,9.48268377653753,6.65559992736953,6.13438067335531,6.90200910864059,6.54095456381546,5.96370559899844,8.73569758905325,6.23258854033818
69,1,621,2010,1,11,32.83,1,Control,2,6.34279782473505,7.23327910273913,6.45918396301326,6.07349919016168,9.48268377653753,6.65559992736953,6.13438067335531,6.90200910864059,6.54095456381546,5.96370559899844,8.73569758905325,6.23258854033818
69,1,626,2013,1,3,214.64,1,Control,5,6.34279782473505,7.23327910273913,6.45918396301326,6.07349919016168,9.48268377653753,6.65559992736953,6.13438067335531,6.90200910864059,6.54095456381546,5.96370559899844,8.73569758905325,6.23258854033818
69,2,613,2012,1,11,22.818,1,Low,4,6.66684502330364,7.53281410306162,6.52197251761493,5.95372421704275,9.89880820945441,7.41234294700408,6.86206244113838,7.65177586677385,6.87119186864911,6.33008784567197,9.59872821555364,7.53783927901989
69,2,618,2014,1,8,105.97,1,Low,6,6.66684502330364,7.53281410306162,6.52197251761493,5.95372421704275,9.89880820945441,7.41234294700408,6.86206244113838,7.65177586677385,6.87119186864911,6.33008784567197,9.59872821555364,7.53783927901989
69,2,620,2009,1,18,36.21,1,Low,1,6.66684502330364,7.53281410306162,6.52197251761493,5.95372421704275,9.89880820945441,7.41234294700408,6.86206244113838,7.65177586677385,6.87119186864911,6.33008784567197,9.59872821555364,7.53783927901989
69,2,625,2011,1,19,115.7,1,Low,3,6.66684502330364,7.53281410306162,6.52197251761493,5.95372421704275,9.89880820945441,7.41234294700408,6.86206244113838,7.65177586677385,6.87119186864911,6.33008784567197,9.59872821555364,7.53783927901989
69,2,627,2013,1,6,308.01,1,Low,5,6.66684502330364,7.53281410306162,6.52197251761493,5.95372421704275,9.89880820945441,7.41234294700408,6.86206244113838,7.65177586677385,6.87119186864911,6.33008784567197,9.59872821555364,7.53783927901989
69,2,629,2015,1,26,86.22,1,Low,7,6.66684502330364,7.53281410306162,6.52197251761493,5.95372421704275,9.89880820945441,7.41234294700408,6.86206244113838,7.65177586677385,6.87119186864911,6.33008784567197,9.59872821555364,7.53783927901989
69,2,630,2010,1,14,26.61,1,Low,2,6.66684502330364,7.53281410306162,6.52197251761493,5.95372421704275,9.89880820945441,7.41234294700408,6.86206244113838,7.65177586677385,6.87119186864911,6.33008784567197,9.59872821555364,7.53783927901989
69,3,612,2012,1,9,10.01,1,High,4,8.66979383629773,9.7078730455286,7.96229590902472,7.95838764715183,12.301081239433,10.046511914669,8.45273931153665,9.45605319580656,7.93738507682167,8.11212030292479,11.783972236955,9.50647884511363
69,3,614,2009,1,14,33.79,1,High,1,8.66979383629773,9.7078730455286,7.96229590902472,7.95838764715183,12.301081239433,10.046511914669,8.45273931153665,9.45605319580656,7.93738507682167,8.11212030292479,11.783972236955,9.50647884511363
69,3,617,2014,1,6,74.97,1,High,6,8.66979383629773,9.7078730455286,7.96229590902472,7.95838764715183,12.301081239433,10.046511914669,8.45273931153665,9.45605319580656,7.93738507682167,8.11212030292479,11.783972236955,9.50647884511363
69,3,622,2010,1,16,26.5,1,High,2,8.66979383629773,9.7078730455286,7.96229590902472,7.95838764715183,12.301081239433,10.046511914669,8.45273931153665,9.45605319580656,7.93738507682167,8.11212030292479,11.783972236955,9.50647884511363
69,3,623,2013,1,1,61.45,1,High,5,8.66979383629773,9.7078730455286,7.96229590902472,7.95838764715183,12.301081239433,10.046511914669,8.45273931153665,9.45605319580656,7.93738507682167,8.11212030292479,11.783972236955,9.50647884511363
69,3,624,2011,1,10,135.43,1,High,3,8.66979383629773,9.7078730455286,7.96229590902472,7.95838764715183,12.301081239433,10.046511914669,8.45273931153665,9.45605319580656,7.93738507682167,8.11212030292479,11.783972236955,9.50647884511363
69,3,628,2015,1,20,55.72,1,High,7,8.66979383629773,9.7078730455286,7.96229590902472,7.95838764715183,12.301081239433,10.046511914669,8.45273931153665,9.45605319580656,7.93738507682167,8.11212030292479,11.783972236955,9.50647884511363
82,1,631,2014,16,12,249.28,10,Control,6,5.5929114255601,6.39893054707653,6.37229617399305,4.48772298738702,8.16511875686472,6.50119985336968,5.86360742435658,6.59671949346306,6.26879555814871,5.33331836531246,8.1966200149585,6.45218543717515
82,1,635,2009,16,10,240.1,10,Control,1,5.5929114255601,6.39893054707653,6.37229617399305,4.48772298738702,8.16511875686472,6.50119985336968,5.86360742435658,6.59671949346306,6.26879555814871,5.33331836531246,8.1966200149585,6.45218543717515
82,1,637,2013,16,9,183.98,7,Control,5,5.5929114255601,6.39893054707653,6.37229617399305,4.48772298738702,8.16511875686472,6.50119985336968,5.86360742435658,6.59671949346306,6.26879555814871,5.33331836531246,8.1966200149585,6.45218543717515
82,1,638,2010,16,12,168.86,11,Control,2,5.5929114255601,6.39893054707653,6.37229617399305,4.48772298738702,8.16511875686472,6.50119985336968,5.86360742435658,6.59671949346306,6.26879555814871,5.33331836531246,8.1966200149585,6.45218543717515
82,1,640,2015,16,24,581.31,10,Control,7,5.5929114255601,6.39893054707653,6.37229617399305,4.48772298738702,8.16511875686472,6.50119985336968,5.86360742435658,6.59671949346306,6.26879555814871,5.33331836531246,8.1966200149585,6.45218543717515
82,1,641,2012,16,12,341.1655,11,Control,4,5.5929114255601,6.39893054707653,6.37229617399305,4.48772298738702,8.16511875686472,6.50119985336968,5.86360742435658,6.59671949346306,6.26879555814871,5.33331836531246,8.1966200149585,6.45218543717515
82,1,647,2011,16,13,343.5,11,Control,3,5.5929114255601,6.39893054707653,6.37229617399305,4.48772298738702,8.16511875686472,6.50119985336968,5.86360742435658,6.59671949346306,6.26879555814871,5.33331836531246,8.1966200149585,6.45218543717515
82,2,632,2013,16,10,283.11,8,Low,5,5.19322418297505,5.72350302214961,5.84307032528499,2.7941379363974,7.03181781953428,7.16520344746133,6.22447090116991,6.88198984245565,6.65701735370258,5.13667305572292,8.12022646491088,7.49242736046975
82,2,636,2010,16,10,270.75,9,Low,2,5.19322418297505,5.72350302214961,5.84307032528499,2.7941379363974,7.03181781953428,7.16520344746133,6.22447090116991,6.88198984245565,6.65701735370258,5.13667305572292,8.12022646491088,7.49242736046975
82,2,643,2012,16,11,330.123,8,Low,4,5.19322418297505,5.72350302214961,5.84307032528499,2.7941379363974,7.03181781953428,7.16520344746133,6.22447090116991,6.88198984245565,6.65701735370258,5.13667305572292,8.12022646491088,7.49242736046975
82,2,646,2014,16,11,723.44,8,Low,6,5.19322418297505,5.72350302214961,5.84307032528499,2.7941379363974,7.03181781953428,7.16520344746133,6.22447090116991,6.88198984245565,6.65701735370258,5.13667305572292,8.12022646491088,7.49242736046975
82,2,648,2009,16,11,185.35,8,Low,1,5.19322418297505,5.72350302214961,5.84307032528499,2.7941379363974,7.03181781953428,7.16520344746133,6.22447090116991,6.88198984245565,6.65701735370258,5.13667305572292,8.12022646491088,7.49242736046975
82,2,649,2015,16,18,512.06,9,Low,7,5.19322418297505,5.72350302214961,5.84307032528499,2.7941379363974,7.03181781953428,7.16520344746133,6.22447090116991,6.88198984245565,6.65701735370258,5.13667305572292,8.12022646491088,7.49242736046975
82,2,651,2011,16,10,490.39,8,Low,3,5.19322418297505,5.72350302214961,5.84307032528499,2.7941379363974,7.03181781953428,7.16520344746133,6.22447090116991,6.88198984245565,6.65701735370258,5.13667305572292,8.12022646491088,7.49242736046975
82,3,633,2009,16,8,214.94,7,High,1,6.55882341819251,7.13389029986243,7.17848002611642,4.52744269819727,8.61747925359227,8.14102567104765,8.08798776181435,8.91558158684648,7.83747287326898,7.12778324611531,10.8629941250048,9.46340588483781
82,3,634,2013,16,12,463.99,10,High,5,6.55882341819251,7.13389029986243,7.17848002611642,4.52744269819727,8.61747925359227,8.14102567104765,8.08798776181435,8.91558158684648,7.83747287326898,7.12778324611531,10.8629941250048,9.46340588483781
82,3,639,2010,16,8,135.06,7,High,2,6.55882341819251,7.13389029986243,7.17848002611642,4.52744269819727,8.61747925359227,8.14102567104765,8.08798776181435,8.91558158684648,7.83747287326898,7.12778324611531,10.8629941250048,9.46340588483781
82,3,642,2012,16,12,378.3018,11,High,4,6.55882341819251,7.13389029986243,7.17848002611642,4.52744269819727,8.61747925359227,8.14102567104765,8.08798776181435,8.91558158684648,7.83747287326898,7.12778324611531,10.8629941250048,9.46340588483781
82,3,644,2015,16,26,419.12,10,High,7,6.55882341819251,7.13389029986243,7.17848002611642,4.52744269819727,8.61747925359227,8.14102567104765,8.08798776181435,8.91558158684648,7.83747287326898,7.12778324611531,10.8629941250048,9.46340588483781
82,3,645,2014,16,8,384.71,7,High,6,6.55882341819251,7.13389029986243,7.17848002611642,4.52744269819727,8.61747925359227,8.14102567104765,8.08798776181435,8.91558158684648,7.83747287326898,7.12778324611531,10.8629941250048,9.46340588483781
82,3,650,2011,16,10,212.73,8,High,3,6.55882341819251,7.13389029986243,7.17848002611642,4.52744269819727,8.61747925359227,8.14102567104765,8.08798776181435,8.91558158684648,7.83747287326898,7.12778324611531,10.8629941250048,9.46340588483781
83,1,652,2013,1,10,61.18,1,Control,5,5.606074697188,6.2481805559617,5.57031086938887,4.08179977867613,8.66922309920818,6.40470434894651,5.56920302878672,6.25457479513039,6.06610552403927,5.10515428034673,7.94758474358453,5.80765966627348
83,1,653,2012,1,10,17.56,1,Control,4,5.606074697188,6.2481805559617,5.57031086938887,4.08179977867613,8.66922309920818,6.40470434894651,5.56920302878672,6.25457479513039,6.06610552403927,5.10515428034673,7.94758474358453,5.80765966627348
83,1,662,2014,1,15,99.7,1,Control,6,5.606074697188,6.2481805559617,5.57031086938887,4.08179977867613,8.66922309920818,6.40470434894651,5.56920302878672,6.25457479513039,6.06610552403927,5.10515428034673,7.94758474358453,5.80765966627348
83,1,663,2010,1,14,64.92,1,Control,2,5.606074697188,6.2481805559617,5.57031086938887,4.08179977867613,8.66922309920818,6.40470434894651,5.56920302878672,6.25457479513039,6.06610552403927,5.10515428034673,7.94758474358453,5.80765966627348
83,1,664,2009,1,13,137.8,1,Control,1,5.606074697188,6.2481805559617,5.57031086938887,4.08179977867613,8.66922309920818,6.40470434894651,5.56920302878672,6.25457479513039,6.06610552403927,5.10515428034673,7.94758474358453,5.80765966627348
83,1,665,2015,1,34,115.43,1,Control,7,5.606074697188,6.2481805559617,5.57031086938887,4.08179977867613,8.66922309920818,6.40470434894651,5.56920302878672,6.25457479513039,6.06610552403927,5.10515428034673,7.94758474358453,5.80765966627348
83,1,669,2011,1,22,198,1,Control,3,5.606074697188,6.2481805559617,5.57031086938887,4.08179977867613,8.66922309920818,6.40470434894651,5.56920302878672,6.25457479513039,6.06610552403927,5.10515428034673,7.94758474358453,5.80765966627348
83,2,656,2010,1,16,62.55,1,Low,2,5.68800446550552,6.42978362938062,5.36914727434881,3.88795297331239,9.19522901575051,6.87688403309933,6.11644635455623,6.85538019292083,6.47442076158599,5.4275858595335,8.79562685349324,6.56722829012219
83,2,658,2011,1,19,195.17,1,Low,3,5.68800446550552,6.42978362938062,5.36914727434881,3.88795297331239,9.19522901575051,6.87688403309933,6.11644635455623,6.85538019292083,6.47442076158599,5.4275858595335,8.79562685349324,6.56722829012219
83,2,661,2013,1,8,54.77,1,Low,5,5.68800446550552,6.42978362938062,5.36914727434881,3.88795297331239,9.19522901575051,6.87688403309933,6.11644635455623,6.85538019292083,6.47442076158599,5.4275858595335,8.79562685349324,6.56722829012219
83,2,666,2009,1,19,254.09,1,Low,1,5.68800446550552,6.42978362938062,5.36914727434881,3.88795297331239,9.19522901575051,6.87688403309933,6.11644635455623,6.85538019292083,6.47442076158599,5.4275858595335,8.79562685349324,6.56722829012219
83,2,670,2015,1,26,82.89,1,Low,7,5.68800446550552,6.42978362938062,5.36914727434881,3.88795297331239,9.19522901575051,6.87688403309933,6.11644635455623,6.85538019292083,6.47442076158599,5.4275858595335,8.79562685349324,6.56722829012219
83,2,671,2012,1,7,6.62,1,Low,4,5.68800446550552,6.42978362938062,5.36914727434881,3.88795297331239,9.19522901575051,6.87688403309933,6.11644635455623,6.85538019292083,6.47442076158599,5.4275858595335,8.79562685349324,6.56722829012219
83,2,672,2014,1,10,177.17,1,Low,6,5.68800446550552,6.42978362938062,5.36914727434881,3.88795297331239,9.19522901575051,6.87688403309933,6.11644635455623,6.85538019292083,6.47442076158599,5.4275858595335,8.79562685349324,6.56722829012219
83,3,654,2009,1,17,113.35,1,High,1,6.93474462223183,7.79359263460526,6.35095274164095,5.14108157260723,10.7293011624228,8.44863925211529,7.23906767639433,8.09745282113027,7.33069521863423,6.83778909099263,9.99916668029923,7.95891893483362
83,3,655,2012,1,8,18.098,1,High,4,6.93474462223183,7.79359263460526,6.35095274164095,5.14108157260723,10.7293011624228,8.44863925211529,7.23906767639433,8.09745282113027,7.33069521863423,6.83778909099263,9.99916668029923,7.95891893483362
83,3,657,2011,1,14,199.46,1,High,3,6.93474462223183,7.79359263460526,6.35095274164095,5.14108157260723,10.7293011624228,8.44863925211529,7.23906767639433,8.09745282113027,7.33069521863423,6.83778909099263,9.99916668029923,7.95891893483362
83,3,659,2014,1,7,176.37,1,High,6,6.93474462223183,7.79359263460526,6.35095274164095,5.14108157260723,10.7293011624228,8.44863925211529,7.23906767639433,8.09745282113027,7.33069521863423,6.83778909099263,9.99916668029923,7.95891893483362
83,3,660,2013,1,3,50.08,1,High,5,6.93474462223183,7.79359263460526,6.35095274164095,5.14108157260723,10.7293011624228,8.44863925211529,7.23906767639433,8.09745282113027,7.33069521863423,6.83778909099263,9.99916668029923,7.95891893483362
83,3,667,2015,1,22,165.53,1,High,7,6.93474462223183,7.79359263460526,6.35095274164095,5.14108157260723,10.7293011624228,8.44863925211529,7.23906767639433,8.09745282113027,7.33069521863423,6.83778909099263,9.99916668029923,7.95891893483362
83,3,668,2010,1,15,71.26,1,High,2,6.93474462223183,7.79359263460526,6.35095274164095,5.14108157260723,10.7293011624228,8.44863925211529,7.23906767639433,8.09745282113027,7.33069521863423,6.83778909099263,9.99916668029923,7.95891893483362
108,1,1,2010,16,10,230.49,9,Control,2,4.9155579094311,5.57855042302609,5.64318188944675,3.29989980235433,7.32677923665995,5.98959987903412,5.82656182494809,6.5332410705531,6.31334451230687,5.26365447020762,7.91245768799098,6.53871226897915
108,1,5,2011,16,11,408.69,9,Control,3,4.9155579094311,5.57855042302609,5.64318188944675,3.29989980235433,7.32677923665995,5.98959987903412,5.82656182494809,6.5332410705531,6.31334451230687,5.26365447020762,7.91245768799098,6.53871226897915
108,1,6,2014,16,11,563.3,10,Control,6,4.9155579094311,5.57855042302609,5.64318188944675,3.29989980235433,7.32677923665995,5.98959987903412,5.82656182494809,6.5332410705531,6.31334451230687,5.26365447020762,7.91245768799098,6.53871226897915
108,1,7,2013,16,12,215.83,8,Control,5,4.9155579094311,5.57855042302609,5.64318188944675,3.29989980235433,7.32677923665995,5.98959987903412,5.82656182494809,6.5332410705531,6.31334451230687,5.26365447020762,7.91245768799098,6.53871226897915
108,1,9,2009,16,11,331.07,9,Control,1,4.9155579094311,5.57855042302609,5.64318188944675,3.29989980235433,7.32677923665995,5.98959987903412,5.82656182494809,6.5332410705531,6.31334451230687,5.26365447020762,7.91245768799098,6.53871226897915
108,1,15,2012,16,12,352.14,11,Control,4,4.9155579094311,5.57855042302609,5.64318188944675,3.29989980235433,7.32677923665995,5.98959987903412,5.82656182494809,6.5332410705531,6.31334451230687,5.26365447020762,7.91245768799098,6.53871226897915
108,1,21,2015,16,24,379.82,9,Control,7,4.9155579094311,5.57855042302609,5.64318188944675,3.29989980235433,7.32677923665995,5.98959987903412,5.82656182494809,6.5332410705531,6.31334451230687,5.26365447020762,7.91245768799098,6.53871226897915
108,2,2,2010,16,15,193.14,10,Low,2,5.86630392533904,6.6012791924129,6.8985983862407,4.35999563979619,8.48573786018402,6.67480388961887,6.69112632728445,7.46089518748535,6.76181594206163,5.95134896244503,9.22191291797064,7.65684939733978
108,2,3,2011,16,12,299.51,11,Low,3,5.86630392533904,6.6012791924129,6.8985983862407,4.35999563979619,8.48573786018402,6.67480388961887,6.69112632728445,7.46089518748535,6.76181594206163,5.95134896244503,9.22191291797064,7.65684939733978
108,2,11,2009,16,14,235.42,11,Low,1,5.86630392533904,6.6012791924129,6.8985983862407,4.35999563979619,8.48573786018402,6.67480388961887,6.69112632728445,7.46089518748535,6.76181594206163,5.95134896244503,9.22191291797064,7.65684939733978
108,2,13,2012,16,15,348.7583,11,Low,4,5.86630392533904,6.6012791924129,6.8985983862407,4.35999563979619,8.48573786018402,6.67480388961887,6.69112632728445,7.46089518748535,6.76181594206163,5.95134896244503,9.22191291797064,7.65684939733978
108,2,17,2014,16,12,617.55,10,Low,6,5.86630392533904,6.6012791924129,6.8985983862407,4.35999563979619,8.48573786018402,6.67480388961887,6.69112632728445,7.46089518748535,6.76181594206163,5.95134896244503,9.22191291797064,7.65684939733978
108,2,18,2013,16,13,375.4,10,Low,5,5.86630392533904,6.6012791924129,6.8985983862407,4.35999563979619,8.48573786018402,6.67480388961887,6.69112632728445,7.46089518748535,6.76181594206163,5.95134896244503,9.22191291797064,7.65684939733978
108,2,20,2015,16,26,360.56,10,Low,7,5.86630392533904,6.6012791924129,6.8985983862407,4.35999563979619,8.48573786018402,6.67480388961887,6.69112632728445,7.46089518748535,6.76181594206163,5.95134896244503,9.22191291797064,7.65684939733978
108,3,4,2010,16,12,293.99,9,High,2,5.93689478889289,6.38569819771328,6.44886796764985,3.31443212703976,7.95976295974507,7.73899624799119,7.70624760072641,8.47910109535677,7.27582129965779,6.52569069445458,10.2131517592916,9.48938809375877
108,3,8,2013,16,14,663.68,10,High,5,5.93689478889289,6.38569819771328,6.44886796764985,3.31443212703976,7.95976295974507,7.73899624799119,7.70624760072641,8.47910109535677,7.27582129965779,6.52569069445458,10.2131517592916,9.48938809375877
108,3,10,2009,16,11,526.54,9,High,1,5.93689478889289,6.38569819771328,6.44886796764985,3.31443212703976,7.95976295974507,7.73899624799119,7.70624760072641,8.47910109535677,7.27582129965779,6.52569069445458,10.2131517592916,9.48938809375877
108,3,12,2012,16,15,304.8885,10,High,4,5.93689478889289,6.38569819771328,6.44886796764985,3.31443212703976,7.95976295974507,7.73899624799119,7.70624760072641,8.47910109535677,7.27582129965779,6.52569069445458,10.2131517592916,9.48938809375877
108,3,14,2011,16,15,776.6,10,High,3,5.93689478889289,6.38569819771328,6.44886796764985,3.31443212703976,7.95976295974507,7.73899624799119,7.70624760072641,8.47910109535677,7.27582129965779,6.52569069445458,10.2131517592916,9.48938809375877
108,3,16,2014,16,8,507.15,7,High,6,5.93689478889289,6.38569819771328,6.44886796764985,3.31443212703976,7.95976295974507,7.73899624799119,7.70624760072641,8.47910109535677,7.27582129965779,6.52569069445458,10.2131517592916,9.48938809375877
108,3,19,2015,16,18,430.25,8,High,7,5.93689478889289,6.38569819771328,6.44886796764985,3.31443212703976,7.95976295974507,7.73899624799119,7.70624760072641,8.47910109535677,7.27582129965779,6.52569069445458,10.2131517592916,9.48938809375877
109,1,23,2013,1,4,61.42,1,Control,5,6.56749693536087,7.4735102392035,6.62582174590921,6.15927816843342,9.77561580474771,7.04482754383919,6.61525531804287,7.42961268193279,6.88323152000008,6.52087533843183,9.25280766592694,6.87359530656922
109,1,24,2009,1,9,39.68,1,Control,1,6.56749693536087,7.4735102392035,6.62582174590921,6.15927816843342,9.77561580474771,7.04482754383919,6.61525531804287,7.42961268193279,6.88323152000008,6.52087533843183,9.25280766592694,6.87359530656922
109,1,25,2015,1,12,98.35,1,Control,7,6.56749693536087,7.4735102392035,6.62582174590921,6.15927816843342,9.77561580474771,7.04482754383919,6.61525531804287,7.42961268193279,6.88323152000008,6.52087533843183,9.25280766592694,6.87359530656922
109,1,28,2010,1,7,47.03,1,Control,2,6.56749693536087,7.4735102392035,6.62582174590921,6.15927816843342,9.77561580474771,7.04482754383919,6.61525531804287,7.42961268193279,6.88323152000008,6.52087533843183,9.25280766592694,6.87359530656922
109,1,36,2014,1,8,48.92,1,Control,6,6.56749693536087,7.4735102392035,6.62582174590921,6.15927816843342,9.77561580474771,7.04482754383919,6.61525531804287,7.42961268193279,6.88323152000008,6.52087533843183,9.25280766592694,6.87359530656922
109,1,39,2011,1,12,148.49,1,Control,3,6.56749693536087,7.4735102392035,6.62582174590921,6.15927816843342,9.77561580474771,7.04482754383919,6.61525531804287,7.42961268193279,6.88323152000008,6.52087533843183,9.25280766592694,6.87359530656922
109,1,42,2012,1,8,106.925,1,Control,4,6.56749693536087,7.4735102392035,6.62582174590921,6.15927816843342,9.77561580474771,7.04482754383919,6.61525531804287,7.42961268193279,6.88323152000008,6.52087533843183,9.25280766592694,6.87359530656922
109,2,27,2015,1,6,150.45,1,Low,7,7.5378389537679,8.58099158166206,7.28069851012567,6.41091334897039,11.9387849693525,8.24606253444094,7.47695518442557,8.34635532742746,7.05615767205961,6.79194610106632,11.028595255935,8.08400653469173
